"house","name","species","gender","extra","mainspecies","House","mainspecies_n","long","lat","jitterlat","jitterlong","mscolor"
59,"Charlie","cat","unknown","fairy","cat","59",3,5.6724414,51.9893824,51.9893706789247,5.67234691071854,"#BEBADA"
59,"Chaplin","cat","unknown","the missing cat","cat","59",3,5.6724414,51.9893824,51.9893657161167,5.67260410742372,"#BEBADA"
59,NA,"quail","unknown",NA,"quail","59",6,5.6724414,51.9893824,51.9894252088057,5.67254789282134,"#FDB462"
59,NA,"quail","unknown",NA,"quail","59",6,5.6724414,51.9893824,51.9893571060782,5.67237177757035,"#FDB462"
59,NA,"quail","unknown",NA,"quail","59",6,5.6724414,51.9893824,51.9893978857196,5.67229288241935,"#FDB462"
59,"Mr Fox","chicken","Boys","the surveyvor","chicken","59",4,5.6724414,51.9893824,51.9894181247183,5.67231039553858,"#FB8072"
59,NA,"chicken","Girls",NA,"chicken","59",4,5.6724414,51.9893824,51.9893357828638,5.67257344646409,"#FB8072"
59,NA,"chicken","Girls",NA,"chicken","59",4,5.6724414,51.9893824,51.9894285310674,5.67241239964298,"#FB8072"
59,NA,"chicken","Girls",NA,"chicken","59",4,5.6724414,51.9893824,51.9894161288668,5.67260611685073,"#FB8072"
59,NA,"chicken","Girls",NA,"chicken","59",4,5.6724414,51.9893824,51.9893513900654,5.67254375351007,"#FB8072"
59,"Soes","rat","unknown","White-brown","rat","59",7,5.6724414,51.9893824,51.9894189106177,5.67255393925765,"#B3DE69"
59,"Druif","rat","unknown","White-grey","rat","59",7,5.6724414,51.9893824,51.9893825485576,5.67260306269678,"#B3DE69"
71,"Tijgertje","cat","unknown","Night-active","cat","71",3,5.6719091,51.9885778,51.9885305224444,5.67198356719608,"#BEBADA"
81,"Moses","rat","Boys","The nacked","rat","81",7,5.671746,51.9894204,51.9894527435471,5.67168332710099,"#B3DE69"
81,"Beer","hamster","unknown","Russia Dwarf","other","81",1,5.671746,51.9894204,51.9894238509595,5.67162610435003,"#8DD3C7"
81,"Houdini","chicken","Girls","escapy","chicken","81",4,5.671746,51.9894204,51.9893964725999,5.67167493030284,"#FB8072"
81,NA,"chicken","Girls",NA,"chicken","81",4,5.671746,51.9894204,51.989433061912,5.67190413148496,"#FB8072"
81,NA,"chicken","Girls",NA,"chicken","81",4,5.671746,51.9894204,51.9894658004206,5.67171093168203,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.989402582422,5.67163240927786,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.9893706798429,5.67182452104538,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.9894527310507,5.67167975257468,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.9894078238617,5.67188138934963,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.9893608032346,5.67173373172256,"#FB8072"
81,NA,"chicken","Bibili",NA,"chicken","81",4,5.671746,51.9894204,51.9894013885612,5.67168229819346,"#FB8072"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9894347517591,5.67191593415052,"#FFFFB3"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9894664931083,5.6715792941762,"#FFFFB3"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9894726494291,5.67174480799463,"#FFFFB3"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9893675975175,5.67169175643986,"#FFFFB3"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9894737508898,5.6716759269978,"#FFFFB3"
81,NA,"bee hive","unknown",NA,"bee hive","81",2,5.671746,51.9894204,51.9894296218348,5.67161141779236,"#FFFFB3"
87,"Taxi","cat","unknown","miau the cat","cat","87",3,5.6719019,51.9882313,51.988282711822,5.67203269700764,"#BEBADA"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9891702597276,5.67401941903217,"#FFFFB3"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9891626083947,5.67403416240481,"#FFFFB3"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9892632801127,5.67408166544821,"#FFFFB3"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9891680747008,5.674089906004,"#FFFFB3"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9892518325862,5.67390187991513,"#FFFFB3"
47,NA,"bee hive","unknown",NA,"bee hive","47",2,5.674,51.9892226,51.9892604130866,5.6740140180791,"#FFFFB3"
